# filt      name    dx    dy             ra            dec       dra      ddec flg
     g  8765-3,0  4200  4100   3.440210e+01  -4.463267e+00  0.196618  0.191250   1
     g  8765-3,1  4200  4200   3.440207e+01  -4.278959e+00  0.196578  0.195932   0
     g  8765-3,2  4200  4200   3.440203e+01  -4.092307e+00  0.196536  0.195944   0
     g  8765-3,3  4200  4200   3.440199e+01  -3.905647e+00  0.196495  0.195953   0
     g  8765-4,0  4200  4100   3.421489e+01  -4.463291e+00  0.196579  0.191301   1
     g  8765-4,1  4200  4200   3.421489e+01  -4.278983e+00  0.196538  0.195981   0
     g  8765-4,2  4200  4200   3.421489e+01  -4.092329e+00  0.196497  0.195991   0
     g  8765-4,3  4200  4200   3.421489e+01  -3.905668e+00  0.196455  0.195997   0
     g  8765-5,0  4200  4100   3.402767e+01  -4.463268e+00  0.196537  0.191349   1
     g  8765-5,1  4200  4200   3.402771e+01  -4.278960e+00  0.196495  0.196028   0
     g  8765-5,2  4200  4200   3.402775e+01  -4.092308e+00  0.196453  0.196036   0
     g  8765-5,3  4200  4200   3.402779e+01  -3.905648e+00  0.196411  0.196040   0
     g  8765-6,0  4200  4100   3.384046e+01  -4.463197e+00  0.196490  0.191396   1
     g  8765-6,1  4200  4200   3.384053e+01  -4.278893e+00  0.196447  0.196072   0
     g  8765-6,2  4200  4200   3.384061e+01  -4.092243e+00  0.196405  0.196078   0
     g  8765-7,0  4200  4100   3.365325e+01  -4.463079e+00  0.196439  0.191441   1
     g  8765-7,1  4200  4200   3.365337e+01  -4.278779e+00  0.196394  0.196115   0
     g  8766-5,0  4200  4100   3.551527e+01  -4.463268e+00  0.196537  0.191349   1
     g  8766-6,0  4200  4100   3.532806e+01  -4.463197e+00  0.196490  0.191396   1
     g  8766-6,1  4200  4200   3.532814e+01  -4.278893e+00  0.196447  0.196072   0
     g  8766-7,0  4200  4100   3.514085e+01  -4.463079e+00  0.196439  0.191441   1
     g  8766-7,1  4200  4200   3.514097e+01  -4.278779e+00  0.196394  0.196115   0
     g  8766-7,2  4200  4200   3.514109e+01  -4.092135e+00  0.196353  0.196119   0
     g  8766-8,0  4100  4100   3.495600e+01  -4.462916e+00  0.191704  0.191478   1
     g  8766-8,1  4100  4200   3.495616e+01  -4.278623e+00  0.191660  0.196150   1
     g  8766-8,2  4100  4200   3.495631e+01  -4.091986e+00  0.191620  0.196152   1
     g  8766-8,3  4100  4200   3.495647e+01  -3.905340e+00  0.191579  0.196151   1
     r  8523-0,2  4100  4200   3.496271e+01  -5.579456e+00  0.192440  0.195732   0
     r  8523-0,3  4100  4200   3.496249e+01  -5.392811e+00  0.192383  0.195746   0
     r  8523-0,4  4100  4200   3.496226e+01  -5.206162e+00  0.192326  0.195756   0
     r  8523-0,5  4100  4200   3.496204e+01  -5.019512e+00  0.192269  0.195763   0
     r  8523-0,6  4100  4200   3.496182e+01  -4.832867e+00  0.192212  0.195764   0
     r  8523-0,7  4100  4200   3.496160e+01  -4.646230e+00  0.192155  0.195762   0
     r  8523-0,8  4100  4100   3.496138e+01  -4.461937e+00  0.192093  0.191090   0
     r  8523-1,2  4200  4200   3.477753e+01  -5.579661e+00  0.197085  0.195795   0
     r  8523-1,3  4200  4200   3.477736e+01  -5.393009e+00  0.197027  0.195807   0
     r  8523-1,4  4200  4200   3.477719e+01  -5.206353e+00  0.196968  0.195816   0
     r  8523-1,5  4200  4200   3.477702e+01  -5.019697e+00  0.196910  0.195820   0
     r  8523-1,6  4200  4200   3.477686e+01  -4.833044e+00  0.196851  0.195820   0
     r  8523-1,7  4200  4200   3.477669e+01  -4.646400e+00  0.196793  0.195816   0
     r  8523-1,8  4200  4100   3.477653e+01  -4.462101e+00  0.196731  0.191142   0
     r  8523-2,2  4200  4200   3.458999e+01  -5.579810e+00  0.197037  0.195862   0
     r  8523-2,3  4200  4200   3.458988e+01  -5.393153e+00  0.196979  0.195873   0
     r  8523-2,4  4200  4200   3.458977e+01  -5.206492e+00  0.196920  0.195879   0
     r  8523-2,5  4200  4200   3.458965e+01  -5.019831e+00  0.196862  0.195881   0
     r  8523-2,6  4200  4200   3.458954e+01  -4.833174e+00  0.196803  0.195879   0
     r  8523-2,7  4200  4200   3.458943e+01  -4.646524e+00  0.196745  0.195873   0
     r  8523-2,8  4200  4100   3.458932e+01  -4.462220e+00  0.196685  0.191197   0
     r  8523-3,2  4200  4200   3.440244e+01  -5.579900e+00  0.196985  0.195928   0
     r  8523-3,3  4200  4200   3.440239e+01  -5.393240e+00  0.196927  0.195936   0
     r  8523-3,4  4200  4200   3.440233e+01  -5.206576e+00  0.196868  0.195940   0
     r  8523-3,5  4200  4200   3.440227e+01  -5.019911e+00  0.196810  0.195940   0
     r  8523-3,6  4200  4200   3.440222e+01  -4.833251e+00  0.196751  0.195936   0
     r  8523-3,7  4200  4200   3.440216e+01  -4.646599e+00  0.196693  0.195928   0
     r  8523-3,8  4200  4100   3.440211e+01  -4.462291e+00  0.196634  0.191250   0
     r  8523-4,2  4200  4200   3.421489e+01  -5.579930e+00  0.196929  0.195991   0
     r  8523-4,3  4200  4200   3.421489e+01  -5.393269e+00  0.196870  0.195997   0
     r  8523-4,4  4200  4200   3.421489e+01  -5.206604e+00  0.196812  0.196000   0
     r  8523-4,5  4200  4200   3.421489e+01  -5.019939e+00  0.196753  0.195997   0
     r  8523-4,6  4200  4200   3.421489e+01  -4.833278e+00  0.196695  0.195991   0
     r  8523-4,7  4200  4200   3.421489e+01  -4.646624e+00  0.196637  0.195981   0
     r  8523-4,8  4200  4100   3.421489e+01  -4.462316e+00  0.196579  0.191301   0
     r  8523-5,2  4200  4200   3.402734e+01  -5.579901e+00  0.196868  0.196053   0
     r  8523-5,3  4200  4200   3.402740e+01  -5.393241e+00  0.196810  0.196057   0
     r  8523-5,4  4200  4200   3.402745e+01  -5.206577e+00  0.196751  0.196057   0
     r  8523-5,5  4200  4200   3.402751e+01  -5.019913e+00  0.196693  0.196052   0
     r  8523-5,6  4200  4200   3.402756e+01  -4.833252e+00  0.196635  0.196044   0
     r  8523-5,7  4200  4200   3.402762e+01  -4.646600e+00  0.196576  0.196032   0
     r  8523-5,8  4200  4100   3.402767e+01  -4.462292e+00  0.196520  0.191349   0
     r  8523-6,3  4200  4200   3.383991e+01  -5.393155e+00  0.196745  0.196114   0
     r  8523-6,4  4200  4200   3.384002e+01  -5.206494e+00  0.196687  0.196112   0
     r  8523-6,5  4200  4200   3.384013e+01  -5.019833e+00  0.196628  0.196105   0
     r  8523-6,6  4200  4200   3.384024e+01  -4.833176e+00  0.196570  0.196095   0
     r  8523-6,7  4200  4200   3.384035e+01  -4.646526e+00  0.196512  0.196080   0
     r  8523-6,8  4200  4100   3.384046e+01  -4.462222e+00  0.196457  0.191396   0
     r  8523-7,4  4200  4200   3.365259e+01  -5.206356e+00  0.196618  0.196165   0
     r  8523-7,5  4200  4200   3.365276e+01  -5.019700e+00  0.196559  0.196156   0
     r  8523-7,6  4200  4200   3.365292e+01  -4.833048e+00  0.196501  0.196144   0
     r  8523-7,7  4200  4200   3.365309e+01  -4.646403e+00  0.196443  0.196127   0
     r  8523-7,8  4200  4100   3.365326e+01  -4.462104e+00  0.196390  0.191441   0
     r  8524-5,4  4200  4200   3.551506e+01  -5.206577e+00  0.196751  0.196057   0
     r  8524-5,5  4200  4200   3.551511e+01  -5.019913e+00  0.196693  0.196052   0
     r  8524-5,6  4200  4200   3.551517e+01  -4.833252e+00  0.196635  0.196044   0
     r  8524-5,7  4200  4200   3.551522e+01  -4.646600e+00  0.196576  0.196032   0
     r  8524-6,2  4200  4200   3.532740e+01  -5.579813e+00  0.196803  0.196112   0
     r  8524-6,3  4200  4200   3.532751e+01  -5.393155e+00  0.196745  0.196114   0
     r  8524-6,4  4200  4200   3.532762e+01  -5.206494e+00  0.196687  0.196112   0
     r  8524-6,5  4200  4200   3.532773e+01  -5.019833e+00  0.196628  0.196105   0
     r  8524-6,6  4200  4200   3.532784e+01  -4.833176e+00  0.196570  0.196095   0
     r  8524-6,7  4200  4200   3.532795e+01  -4.646526e+00  0.196512  0.196080   0
     r  8524-6,8  4200  4100   3.532806e+01  -4.462222e+00  0.196457  0.191396   0
     r  8524-7,2  4200  4200   3.513986e+01  -5.579665e+00  0.196734  0.196169   0
     r  8524-7,3  4200  4200   3.514003e+01  -5.393012e+00  0.196676  0.196169   0
     r  8524-7,4  4200  4200   3.514019e+01  -5.206356e+00  0.196618  0.196165   0
     r  8524-7,5  4200  4200   3.514036e+01  -5.019700e+00  0.196559  0.196156   0
     r  8524-7,6  4200  4200   3.514053e+01  -4.833048e+00  0.196501  0.196144   0
     r  8524-7,7  4200  4200   3.514069e+01  -4.646403e+00  0.196443  0.196127   0
     r  8524-7,8  4200  4100   3.514086e+01  -4.462104e+00  0.196390  0.191441   0
     r  8524-8,2  4100  4200   3.495468e+01  -5.579461e+00  0.191974  0.196217   1
     r  8524-8,3  4100  4200   3.495490e+01  -5.392815e+00  0.191917  0.196215   1
     r  8524-8,4  4100  4200   3.495512e+01  -5.206166e+00  0.191860  0.196209   1
     r  8524-8,5  4100  4200   3.495534e+01  -5.019517e+00  0.191803  0.196199   1
     r  8524-8,6  4100  4200   3.495556e+01  -4.832871e+00  0.191747  0.196185   1
     r  8524-8,7  4100  4200   3.495579e+01  -4.646234e+00  0.191690  0.196166   1
     r  8524-8,8  4100  4100   3.495600e+01  -4.461941e+00  0.191639  0.191478   1
     r  8765-0,0  4100  4100   3.496138e+01  -4.462912e+00  0.192029  0.191090   1
     r  8765-0,1  4100  4200   3.496122e+01  -4.278619e+00  0.191992  0.195778   0
     r  8765-0,2  4100  4200   3.496106e+01  -4.091982e+00  0.191952  0.195797   0
     r  8765-0,3  4100  4200   3.496090e+01  -3.905336e+00  0.191911  0.195811   0
     r  8765-1,0  4200  4100   3.477652e+01  -4.463076e+00  0.196683  0.191142   1
     r  8765-1,1  4200  4200   3.477641e+01  -4.278776e+00  0.196644  0.195828   0
     r  8765-1,2  4200  4200   3.477629e+01  -4.092132e+00  0.196603  0.195845   0
     r  8765-1,3  4200  4200   3.477617e+01  -3.905480e+00  0.196561  0.195857   0
     r  8765-2,0  4200  4100   3.458932e+01  -4.463195e+00  0.196652  0.191197   1
     r  8765-2,1  4200  4200   3.458924e+01  -4.278890e+00  0.196613  0.195881   0
     r  8765-2,2  4200  4200   3.458916e+01  -4.092241e+00  0.196572  0.195896   0
     r  8765-2,3  4200  4200   3.458908e+01  -3.905584e+00  0.196530  0.195906   0
     r  8765-3,0  4200  4100   3.440210e+01  -4.463267e+00  0.196618  0.191250   1
     r  8765-3,1  4200  4200   3.440207e+01  -4.278959e+00  0.196578  0.195932   0
     r  8765-3,2  4200  4200   3.440203e+01  -4.092307e+00  0.196536  0.195944   0
     r  8765-3,3  4200  4200   3.440199e+01  -3.905647e+00  0.196495  0.195953   0
     r  8765-4,0  4200  4100   3.421489e+01  -4.463291e+00  0.196579  0.191301   1
     r  8765-4,1  4200  4200   3.421489e+01  -4.278983e+00  0.196538  0.195981   0
     r  8765-4,2  4200  4200   3.421489e+01  -4.092329e+00  0.196497  0.195991   0
     r  8765-4,3  4200  4200   3.421489e+01  -3.905668e+00  0.196455  0.195997   0
     r  8765-5,0  4200  4100   3.402767e+01  -4.463268e+00  0.196537  0.191349   1
     r  8765-5,1  4200  4200   3.402771e+01  -4.278960e+00  0.196495  0.196028   0
     r  8765-5,2  4200  4200   3.402775e+01  -4.092308e+00  0.196453  0.196036   0
     r  8765-5,3  4200  4200   3.402779e+01  -3.905648e+00  0.196411  0.196040   0
     r  8765-6,0  4200  4100   3.384046e+01  -4.463197e+00  0.196490  0.191396   1
     r  8765-6,1  4200  4200   3.384053e+01  -4.278893e+00  0.196447  0.196072   0
     r  8765-6,2  4200  4200   3.384061e+01  -4.092243e+00  0.196405  0.196078   0
     r  8765-7,0  4200  4100   3.365325e+01  -4.463079e+00  0.196439  0.191441   1
     r  8765-7,1  4200  4200   3.365337e+01  -4.278779e+00  0.196394  0.196115   0
     r  8766-6,0  4200  4100   3.532806e+01  -4.463197e+00  0.196490  0.191396   1
     r  8766-6,1  4200  4200   3.532814e+01  -4.278893e+00  0.196447  0.196072   0
     r  8766-7,0  4200  4100   3.514085e+01  -4.463079e+00  0.196439  0.191441   1
     r  8766-7,1  4200  4200   3.514097e+01  -4.278779e+00  0.196394  0.196115   0
     r  8766-7,2  4200  4200   3.514109e+01  -4.092135e+00  0.196353  0.196119   0
     r  8766-8,0  4100  4100   3.495600e+01  -4.462916e+00  0.191704  0.191478   1
     r  8766-8,1  4100  4200   3.495616e+01  -4.278623e+00  0.191660  0.196150   1
     r  8766-8,2  4100  4200   3.495631e+01  -4.091986e+00  0.191620  0.196152   1
     r  8766-8,3  4100  4200   3.495647e+01  -3.905340e+00  0.191579  0.196151   1
     i  8523-0,1  4100  4200   3.496293e+01  -5.766094e+00  0.192498  0.195713   0
     i  8523-0,2  4100  4200   3.496271e+01  -5.579456e+00  0.192440  0.195732   0
     i  8523-0,3  4100  4200   3.496249e+01  -5.392811e+00  0.192383  0.195746   0
     i  8523-0,4  4100  4200   3.496226e+01  -5.206162e+00  0.192326  0.195756   0
     i  8523-0,5  4100  4200   3.496204e+01  -5.019512e+00  0.192269  0.195763   0
     i  8523-0,6  4100  4200   3.496182e+01  -4.832867e+00  0.192212  0.195764   0
     i  8523-0,7  4100  4200   3.496160e+01  -4.646230e+00  0.192155  0.195762   0
     i  8523-0,8  4100  4100   3.496138e+01  -4.461937e+00  0.192093  0.191090   0
     i  8523-1,1  4200  4200   3.477769e+01  -5.766306e+00  0.197144  0.195778   0
     i  8523-1,2  4200  4200   3.477753e+01  -5.579661e+00  0.197085  0.195795   0
     i  8523-1,3  4200  4200   3.477736e+01  -5.393009e+00  0.197027  0.195807   0
     i  8523-1,4  4200  4200   3.477719e+01  -5.206353e+00  0.196968  0.195816   0
     i  8523-1,5  4200  4200   3.477702e+01  -5.019697e+00  0.196910  0.195820   0
     i  8523-1,6  4200  4200   3.477686e+01  -4.833044e+00  0.196851  0.195820   0
     i  8523-1,7  4200  4200   3.477669e+01  -4.646400e+00  0.196793  0.195816   0
     i  8523-1,8  4200  4100   3.477653e+01  -4.462101e+00  0.196731  0.191142   0
     i  8523-2,1  4200  4200   3.459010e+01  -5.766460e+00  0.197096  0.195848   0
     i  8523-2,2  4200  4200   3.458999e+01  -5.579810e+00  0.197037  0.195862   0
     i  8523-2,3  4200  4200   3.458988e+01  -5.393153e+00  0.196979  0.195873   0
     i  8523-2,4  4200  4200   3.458977e+01  -5.206492e+00  0.196920  0.195879   0
     i  8523-2,5  4200  4200   3.458965e+01  -5.019831e+00  0.196862  0.195881   0
     i  8523-2,6  4200  4200   3.458954e+01  -4.833174e+00  0.196803  0.195879   0
     i  8523-2,7  4200  4200   3.458943e+01  -4.646524e+00  0.196745  0.195873   0
     i  8523-2,8  4200  4100   3.458932e+01  -4.462220e+00  0.196685  0.191197   0
     i  8523-3,1  4200  4200   3.440250e+01  -5.766552e+00  0.197044  0.195915   0
     i  8523-3,2  4200  4200   3.440244e+01  -5.579900e+00  0.196985  0.195928   0
     i  8523-3,3  4200  4200   3.440239e+01  -5.393240e+00  0.196927  0.195936   0
     i  8523-3,4  4200  4200   3.440233e+01  -5.206576e+00  0.196868  0.195940   0
     i  8523-3,5  4200  4200   3.440227e+01  -5.019911e+00  0.196810  0.195940   0
     i  8523-3,6  4200  4200   3.440222e+01  -4.833251e+00  0.196751  0.195936   0
     i  8523-3,7  4200  4200   3.440216e+01  -4.646599e+00  0.196693  0.195928   0
     i  8523-3,8  4200  4100   3.440211e+01  -4.462291e+00  0.196634  0.191250   0
     i  8523-4,1  4200  4200   3.421489e+01  -5.766584e+00  0.196987  0.195981   0
     i  8523-4,2  4200  4200   3.421489e+01  -5.579930e+00  0.196929  0.195991   0
     i  8523-4,3  4200  4200   3.421489e+01  -5.393269e+00  0.196870  0.195997   0
     i  8523-4,4  4200  4200   3.421489e+01  -5.206604e+00  0.196812  0.196000   0
     i  8523-4,5  4200  4200   3.421489e+01  -5.019939e+00  0.196753  0.195997   0
     i  8523-4,6  4200  4200   3.421489e+01  -4.833278e+00  0.196695  0.195991   0
     i  8523-4,7  4200  4200   3.421489e+01  -4.646624e+00  0.196637  0.195981   0
     i  8523-4,8  4200  4100   3.421489e+01  -4.462316e+00  0.196579  0.191301   0
     i  8523-5,2  4200  4200   3.402734e+01  -5.579901e+00  0.196868  0.196053   0
     i  8523-5,3  4200  4200   3.402740e+01  -5.393241e+00  0.196810  0.196057   0
     i  8523-5,4  4200  4200   3.402745e+01  -5.206577e+00  0.196751  0.196057   0
     i  8523-5,5  4200  4200   3.402751e+01  -5.019913e+00  0.196693  0.196052   0
     i  8523-5,6  4200  4200   3.402756e+01  -4.833252e+00  0.196635  0.196044   0
     i  8523-5,7  4200  4200   3.402762e+01  -4.646600e+00  0.196576  0.196032   0
     i  8523-5,8  4200  4100   3.402767e+01  -4.462292e+00  0.196520  0.191349   0
     i  8523-6,3  4200  4200   3.383991e+01  -5.393155e+00  0.196745  0.196114   0
     i  8523-6,4  4200  4200   3.384002e+01  -5.206494e+00  0.196687  0.196112   0
     i  8523-6,5  4200  4200   3.384013e+01  -5.019833e+00  0.196628  0.196105   0
     i  8523-6,6  4200  4200   3.384024e+01  -4.833176e+00  0.196570  0.196095   0
     i  8523-6,7  4200  4200   3.384035e+01  -4.646526e+00  0.196512  0.196080   0
     i  8523-6,8  4200  4100   3.384046e+01  -4.462222e+00  0.196457  0.191396   0
     i  8523-7,3  4200  4200   3.365242e+01  -5.393012e+00  0.196676  0.196169   0
     i  8523-7,4  4200  4200   3.365259e+01  -5.206356e+00  0.196618  0.196165   0
     i  8523-7,5  4200  4200   3.365276e+01  -5.019700e+00  0.196559  0.196156   0
     i  8523-7,6  4200  4200   3.365292e+01  -4.833048e+00  0.196501  0.196144   0
     i  8523-7,7  4200  4200   3.365309e+01  -4.646403e+00  0.196443  0.196127   0
     i  8523-7,8  4200  4100   3.365326e+01  -4.462104e+00  0.196390  0.191441   0
     i  8524-5,4  4200  4200   3.551506e+01  -5.206577e+00  0.196751  0.196057   0
     i  8524-5,5  4200  4200   3.551511e+01  -5.019913e+00  0.196693  0.196052   0
     i  8524-5,6  4200  4200   3.551517e+01  -4.833252e+00  0.196635  0.196044   0
     i  8524-5,7  4200  4200   3.551522e+01  -4.646600e+00  0.196576  0.196032   0
     i  8524-5,8  4200  4100   3.551528e+01  -4.462292e+00  0.196520  0.191349   0
     i  8524-6,2  4200  4200   3.532740e+01  -5.579813e+00  0.196803  0.196112   0
     i  8524-6,3  4200  4200   3.532751e+01  -5.393155e+00  0.196745  0.196114   0
     i  8524-6,4  4200  4200   3.532762e+01  -5.206494e+00  0.196687  0.196112   0
     i  8524-6,5  4200  4200   3.532773e+01  -5.019833e+00  0.196628  0.196105   0
     i  8524-6,6  4200  4200   3.532784e+01  -4.833176e+00  0.196570  0.196095   0
     i  8524-6,7  4200  4200   3.532795e+01  -4.646526e+00  0.196512  0.196080   0
     i  8524-6,8  4200  4100   3.532806e+01  -4.462222e+00  0.196457  0.191396   0
     i  8524-7,2  4200  4200   3.513986e+01  -5.579665e+00  0.196734  0.196169   0
     i  8524-7,3  4200  4200   3.514003e+01  -5.393012e+00  0.196676  0.196169   0
     i  8524-7,4  4200  4200   3.514019e+01  -5.206356e+00  0.196618  0.196165   0
     i  8524-7,5  4200  4200   3.514036e+01  -5.019700e+00  0.196559  0.196156   0
